Itens,Valor,qtd
Capacete Dominador Brilhante:,0,False
Phalatz Legendario:,0,False
Esqueleto Dourado,0,False
Luvas Hanor Deusa,10000000,False
Capa Infinita de Pagao,0,False
Calgado Nevoa Legendario |,0,False
Toque de Deus Legendario,0,False
Protetor Mithril Legendario:,0,False
Calga Sefirot Legendario,0,False
Luvas Dragao Deusa,10000000,False
Capacete de Vinganga Brilh.,0,False
Protetor de Vinganga Brilh.,0,False
Esmagador Infinito,0,False
Machado Arca,0,False
GM Encanto Ly.5.,0,False
GM Encanto Ly.4,0,False
GM Encanto Ly.3.,0,False
Luvas Terron Atroz,0,False
Anel de Prata de Guardiao,0,False
Bracadeira de Guardiao Rara-,0,False
Bracadeira de Prata de Gua.,0,False
Anel Raro de Guardiao:,0,False
Amuleto de Guardiao Raro-,0,False
Pedra Invoca Rinoceronte A.,0,False
Justiga Infinita:,0,False
Toque da Morte Herdico,0,False
Trono Dragao,0,False
Calgado Morcela Vénia-,0,False
Sopro Divino Legendario:,0,False
Botas do Imperador,0,False
Phalatz Legendaria,0,False
Capacete de Autoridade Bri.,0,False
Anel Resplandescente de Ar.,0,False
Armadura Ebano Nedtito:,0,False
Calgas Ebano Nedfito:,0,False
Botas Ebano Neoftito:,0,False
Manopla Ebano Nedfito:,0,False
Foice Morte Herdico:,0,False
Luvas Adamas Legendario,0,False
Nostrum Feitigaria XT,0,False
Capa Infinita de Oraculo,0,False
Capacete Trapers Lendario:,0,False
Mephisto Legendario,0,False
Elmo Mithril Perito.,0,False
Anel de Ouro de Assassino-,0,False
Armadura Inferior Contamin.,0,False
Protetor Contaminagao,0,False
Armadura Inferior Adamas L.,0,False
Calgado Nevoa Atroz,0,False
Escudo Rhondel Atroz,0,False
Protetor Néevoa Atroz,0,False
Sminion |,0,False
Ruina Infinita:,0,False
Syderose Atroz,0,False
Echidna Atroz,0,False
Psophos Atroz,0,False
Forca de Merlin Atroz:,0,False
Capa das Sombras,0,False
Plazm Infinito-,0,False
Coragao de Tremas,0,False
Brandir,0,False
Amuleto de Ouro de Cagador,0,False
Amuleto de Ouro de Mago.,0,False
Armad. Luminosa Autoritas de Terra:,2000000000,False
Elmo Luminoso Rancor,0,False
Malha Luminosa de Rancor de Agua:,2000000000,False
Calgado Dominador,0,False
Capa da Santidade,0,False
Armadura Conflito de Vento:,0,False
Amuleto de Clérigo Raro-,0,False
Anel de Prata de Clerigo |,0,False
Bracadeira de Prata de Cle.,0,False
Bracadeira de Arqueiro Rara,0,False
Anel Raro de Clerigo-,0,False
Botas Adamas Legendario,0,False
Manopla Dragao Anciao,0,False
Miolnir Herdico,0,False
Armadura Adamas Atroz,0,False
Capacete Apiston Deusa,0,False
Melan Kometes,0,False
Botas de chapas Legendario:,0,False
Galho da Destruigao,0,False
Haguervatal,0,False
Unha de Vassilis,0,False
Luvas Tathar Legendario:,0,False
Rachroma Yan,0,False
xeora,0,False
Calga Couro Vénia-,0,False
Peixe Globo,0,False
Espada da trindade,0,False
Espéculo Palombi-,0,False
Orientagao da Deusa,10000000,False
Armadura Inferior Dominadora:,0,False
Herdi Dragao-,0,False
Berdysh,0,False
Espinho Devastador,0,False
Luvas Axo Venia-,0,False
Longinus Legendario,0,False
Lapis Seguro Ly3-,0,False
,0,False
,0,False
,0,False
,0,False
,0,False
,0,False
Capacete Piton Deusa,10000000,False
Botas Sylma Deusa,10000000,False
Luvas Escamas Nobre,0,False
Carretel Amapo-,0,False
Remedio da Reagao Lv2,0,False
Esqueleto Risen,0,False
Pescogo Escaldante,0,False
Recreagao Exchange: LUC,0,False
Destruidor de Cranios Infinito.,0,False
Bous Arsen:,0,False
Dente de herdi Dragacico,0,False
Lapis Imperteito Lv1_,0,False
Tarkin Herdico:,0,False
Armadura Inferior Mithril:,0,False
Dor Imortal Herdico:,0,False
Capa Feroz,0,False
Armas Elementais Quadrado Cadtico:,0,False
VYeneno Linz,0,False
Bastao de Raios Intinito:,0,False
Grande Pogao Mana,0,False
Ataque Cardiaco Infinito,0,False
Capacete Caido Brilhante,0,False
Avambraco Caido Brilhante,0,False
Amuleto de Assassino Raro,0,False
Botas Caidas Brilhantes,0,False
Anel de Prata de Pagao-,0,False
Anel Raro de Pagao.,0,False
Bracadeira de Prata de Pagao,0,False
Bracadeira de Pagao Rara,0,False
Anel Normal de Defensor,0,False
Protetor Mithril Perito:,0,False
Bracelete Lendario:,0,False
Porta do Céu Legendario:,50000000,False
False,0,False
Capa Brutal,0,False
Bracadeira de Cobre de Arq.,0,False
Capacete Deinos Quebrada,0,False
False,0,False
False,0,False
False,0,False
False,0,False
False,0,False
Protetor Sinistro-,0,False
Armad. Luminosa Autoritas de Fogo:,2000000000,False
Botas de Dignidade,0,False
Armadura Inferior Ignota:,0,False
Dente de Herdico Dragao,0,False
Karma Samsara Herdico:,0,False
Sangue Rubro Herdico,0,False
Botas Freya Herdico:,0,False
Fragmento de Lapis Seguro,0,False
Fragmento de Lapis Vigoroso,0,False
Fragmento de Lapis Mistico de Capacete,0,False
Fragmento de Lapis Seguro de Capacete,0,False
Fragmento de Lapis Astuto de Capacete,0,False
Fragmento de Lapis Enganador,0,False
Fragmento de Lapis de Ataque,0,False
Calgas da Autoridade,0,False
Lampada da Verdade,0,False
Protetor Piton Herdico:,0,False
Bracadeira Normal de Guerr.,0,False
Botas de Couro Veénia-,0,False
Lamina Curta Nobre-,0,False
Lapis Seguro Duplo Ly4,0,False
Maga,0,False
Roma,0,False
Anel Yeloz do Esquecimento,0,False
Cristal Alma,0,False
Lapis Resistencia Ly3-,0,False
Lapis Resistencia Ly4,0,False
Lapis de Assalto Lvy3-,0,False
Lapis de Assalto Lv4,0,False
Manto ‘Yallum-,0,False
Calgado Contaminagao dos 5S.,0,False
Armadura Luminosa Imperador de Agua,2000000000,False
Botas Hanor Herdico,0,False
Auken Lachio,0,False
Remedio da Agilidade Lv2,0,False
Atrum Shaton,0,False
Pocao Dissipadora,0,False
Anel Mistico Heroico:,0,False
Anel Elsian,0,False
Balisarda Atroz,0,False
Escudo Messias Escarlate 4.,0,False
Brahna Perdido Atroz:,0,False
"ao Gigante
Coragao Gigé",0,False
Manto Longo Nascor,0,False
Apocalipse:,0,False
Lapis Mental Ly3-,0,False
Amago Diabolico,0,False
Ruina Infernal,0,False
Armadura Conflito de Fogo:,0,False
Deus Actis,0,False
Gesevopu,0,False
Tiro Cobra,0,False
Recreagao Boost: STR:,0,False
Zuanda,0,False
Protetor Adamas Herdico |,0,False
Calgado Adamas Herdico,0,False
Calgas Plena Conflito,0,False
Remedio da Boa Sorte Ly3_,0,False
Calgas Misticas Resplandes.,0,False
Botas Misticas Resplandesc.,0,False
Bracelete Seguro Heroico:,0,False
Calgado Piton Legendario,0,False
Malhete de Jepito:,0,False
Runa de Invocagao do Armazem,0,False
Caiado Cruz Vénia-,0,False
Arma Lapisia +1,0,False
Lapis Artesanal de Capacet.,0,False
Amuleto Estamina Ly2-,0,False
Coragao de Pardalis:,0,False
Orgulho Marechal,0,False
Remedio Boa Sorte Ly2-,0,False
Calgas Anor Anciao:,0,False
Remedio Boa Sorte Ly3 XT,0,False
Doce de Natal |,0,False
Relampago Atena Intinito:,0,False
Machado de Prata Herdico:,0,False
Nostrum Atirador de Elite,0,False
Anel Raro de Defensor,0,False
Luvas de Realeza,0,False
Demolig¢ao Encontrada,0,False
Remedio da Resisténcia Lv1,0,False
Vale de Armadura Luminosa (Elmo),0,False
Guardiao da Morte:,0,False
Gimilit Cervo.,0,False
vvisram,0,False
Marmore Crescente,0,False
Bracadeira de Prata de Ass.,0,False
Anel de Prata de Assassino|,0,False
Anel Raro de Assassino-,0,False
Bracadeira de Assassino Rara,0,False
Botas Paradoxo,0,False
Manopla Paradoxo:,0,False
Protetor Tatoramo Deusa,0,False
Bato de Deus Deusa,0,False
Espada Maligna,0,False
Cicatriz D'Alma |,0,False
Arco de Campo Verde,0,False
Langa Purpura,0,False
Angolmois Intinito-,0,False
Capa da Vinganga,0,False
Martelo Gigante,0,False
Dragan Invisivel Herdico,0,False
Pedra Preciosa Lagrima da,0,False
Capacete Brilhante,0,False
Espirito da Natureza Infinito.,0,False
Luvas de Placa Legendario:,0,False
Tarkin Deusa,0,False
Langa Corvo:,0,False
Manopla de Imperador,0,False
Armad. Luminosa Autoritas de Yento,2000000000,False
Mareta de Dragao,0,False
Caixa Lapis Misterioso de Mystra:,0,False
Massacre,0,False
Calgas Misticas Brilhantes,0,False
Calgas Dragao Anciao,0,False
Martelo da Retribuigao,0,False
Protetor Fatal,0,False
Brahna Perdido Deusa,0,False
Frasco Mistico:,0,False
Remedio Agilidade Ly2-,0,False
Lamina As Nobre-,0,False
Espada Curta Leve Nobre:,0,False
Sangue Congelado Legendario:,0,False
Protetor Obstinado:,0,False
Arco Curto Nobre-,0,False
Calgas Celeritas dos Sonhos:,0,False
Capa Infinita de Cléerigo:,0,False
Espada Curta Nobre:,0,False
Remedio Energetico 3 horas,0,False
Lorde Aniquilagao,0,False
Lorde Demoligao Herdico,0,False
Arcadia da Morte Herdico |,0,False
Grande Pogao de Energia,0,False
Espada Estremecente,0,False
Armadura Luminosa Suprema de Fogo,2000000000,False
Botas Soron Perito:,0,False
Dragao Visivel,0,False
Quality Candleabra-,0,False
Capa da Revanche,0,False
Pluma Rara-,0,False
Lapis Sabio Ly3-,0,False
Aumento de EXP Premium (1h),0,False
Po Misterioso°,0,False
Lapis Vigor Lv3-,0,False
Armadura Yallum dos Sonhos |,0,False
Protegao Aranha:,0,False
Armadura Adamas Legendario:,0,False
Maldig¢ao Azure,0,False
Legiao da Condenagao Deusa:,0,False
Inferno Deusa:,0,False
Dor Imortal Deusa-,0,False
Tarkin Infinito.,0,False
Deus da Destruigao,0,False
Elmo vvilarin Neotito,0,False
Luvas Intimidantes:,0,False
False,0,False
vvhistaton Eos:,0,False
Ambar,0,False
Tomahawk Duplo Legendario:,0,False
False,0,False
False,0,False
Flor Dourada,0,False
"Lapis Agua do Medo Ly.1,",300000,False
Pedra Fetes,0,False
Espada Masinga,0,False
Castigo Dis Pulra,0,False
Remedio Sabedoria Ly3 XT,0,False
Botas Yallum dos Sonhos |,0,False
Forca de Merlin Legendario:,0,False
Falchion Legendaria,0,False
Echidna Legendario,0,False
Botas Sefirot Perito,0,False
Nemesis:,0,False
Botas Anor Anciao,0,False
Manopla Sefirot Perito:,0,False
Armadura Anor Anciao,0,False
Calgas Sefirot Perito:,0,False
Manopla Anor Anciao:,0,False
Armadura vVilarin Neotito:,0,False
Calgas vVilarin Neofito:,0,False
Manopla vVilarin Neotito:,0,False
Botas vVilarin Neoftito,0,False
Martelo de Conexao Lendario:,0,False
Taco de Espinhos Yeénia_,0,False
Guerra Infernal Legendario |,0,False
Bracelete Batida do Coragao:,0,False
Amuleto Doado Ly3-,0,False
Bussola de Kuluny,0,False
Fénix Crescente,0,False
Fio do Sucesso.,0,False
Restauragao de Operario Ly1,0,False
Remedio Reagao Ly 2,0,False
Remedio da Sabedoria Lv1,0,False
False,0,False
False,0,False
False,0,False
Vale de Armadura Luminosa,0,False
Recreagao Boost: REC,0,False
False,0,False
False,0,False
False,0,False
Runa de Batalha Fraca (30 dias),0,False
Anel de Saude Ly2-,0,False
Divider Angurvadal Herdico:,0,False
Candelabro-,0,False
Remedio de Explosao | 4,0,False
Pena Angelical,0,False
Bracadeira de Prata de Ranger,0,False
Capacete Perseguidor,0,False
Armadura Perseguidor de Vento,0,False
Retengao de EXP 1 dia,0,False
Bombardeio de Fogo:,0,False
Armadura Luminosa do Sabio de Fogo.,2000000000,False
Capacete Teneran Deusa,0,False
Malha Luminosa de Tirano de Agua,2000000000,False
Malha Luminosa de Tirano de Fogo:,2000000000,False
Malha Luminosa de Tirano de Terra:,2000000000,False
Malha Luminosa de Tirano de Vento,2000000000,False
Armadura Luminosa Suprema de Vento,2000000000,False
Calgas Mithril Perito,0,False
Manopla Mithril Perito,0,False
Reme-D,0,False
Escudo Chifre de vVivern-,0,False
Botas Medicus,0,False
Langa Santificada,0,False
Luvas Mithril Herdico,0,False
Arco de Campo de Ataque Atroz,0,False
False,0,False
Capacete Dragao Deusa,200000000,False
Capacete Mithril Deusa:,500000000,False
Berdysh Legendario:,0,False
Tomahawk Legendario,0,False
Bracadeira Normal de Arqueiro,0,False
Caixa de Odin 1.,0,False
Protetor Obstinado de Fogo:,0,False
Armadura Inferior Obstinada |,0,False
Armadura Freya Deusa,0,False
Lv2 Decd Lapis:,0,False
Arcubalista Herdico,0,False
False,0,False
False,0,False
False,0,False
Pesadelo Atroz,0,False
Lamina Unicornio Legendario:,0,False
Deusa da Luz,0,False
Protetores Tentadores,0,False
Pena Encantada,0,False
Divider Venia,0,False
Machado Polo Legendario:,0,False
Bracadeira Normal de Defensor,0,False
Amuleto Normal de Mago,0,False
Martelo do Desaparecimento Infinito,0,False
Harma,0,False
Pacote de Servigo GM (Inativo),0,False
Calgado Ignota,0,False
Armad. Luminosa Autoritas de Agua:,0,False
Mini Pogao Super,0,False
Amuleto Normal de Defensor,0,False
Anel de Cobre de Defensor,0,False
Asa de Pardalis:,0,False
Rubi Azul,0,False
Aegis Atroz,0,False
Machado do Observador Lege.,0,False
Pintura cadtica de Halloween,0,False
Vela Natalina:,0,False
Bastao de Doces:,0,False
Armadura Perseguidor de Agua,0,False
Bracadeira de Cobre de Ass.,0,False
Capa Interser,0,False
Aerox Deusa,0,False
Manto Longo Ignota,0,False
Guarda do Apocalipse,0,False
Du-Sith Herdico:,0,False
Pogao Mana,0,False
Triturador Infinite,0,False
False,0,False
False,0,False
False,0,False
Calga Miragem Yenaracion |,0,False
Anel do Papai Noel Lv.1,0,False
Psophos Karma Atroz:,0,False
Bracadeira Normal de Guardiao |,0,False
Capacete Mithril,0,False
Luvas Imperiais do Sabio-,0,False
Armadura Sefirot Herdico |,0,False
Abismo Duplo Herdico:,0,False
Anel de Cobre de Pagao:,0,False
Amuleto Normal de Guardiao,0,False
Bracadeira de Cobre de Cag.,0,False
Armadura Raffiniert,0,False
Chapeéu Imperial Yeloz,0,False
Rainha Mab Herdico:,0,False
Nirvana,0,False
Arco de Campo Composto Yeénia,0,False
Luvas Tentadoras,0,False
Saudacgao Infinita:,0,False
ERROR:,0,False
False,0,False
False,0,False
False,0,False
False,0,False
False,0,False
False,0,False
Doce de Soja,0,False
Calgas Justia:,0,False
Calgas Decoris,0,False
Capacete Sensivel Lendario |,0,False
Doce de Maga,0,False
Armadura Unicornio Atroz:,0,False
Calga Fides:,0,False
Castelo de Aco Atroz,0,False
Toque de Deus Atroz,0,False
Calga Unicornio Atroz:,0,False
Calga Hanor Legendario |,0,False
Escudo Abrilhantado,0,False
Calgado Terron Legendario |,0,False
Luvas Ohgerton,0,False
Calga Raffiniert,0,False
Capa Infinita de Assassino-,0,False
Luvas Raffiniert,0,False
Doce de Cereia,0,False
"A,Forca de Blenning",0,False
Doce Delicioso,0,False
Calga Adamas Legendario:,0,False
Luva Ignota dos Sonhos:,0,False
Armadura Hanor Atroz:,0,False
Botas Hanor Atroz:,0,False
Anel Tita,0,False
Mudanc¢a de facgao da conta Light to Fury,0,False
Anel Normal de Assassino |,0,False
Osso Demoniaco:,0,False
Bracadeira de Prata de Gue.,0,False
Protetor Fatal de Agua,0,False
Calgado de Tormento,0,False
Luvas de Tormento-,0,False
Amuleto Normal de Guerreiro:,0,False
Amuleto Normal de Oraculo:,0,False
Bracadeira de Cobre de Gua.,0,False
Armadura Luminosa Clerigo de Agua,0,False
Lapis Mistico Triplo Defir,0,False
Perneira Luminosa Tiran,0,False
Runa de Recriacdo (REC,0,False
Calgado Treffers:,0,False
Remedio da Resisténcia Ly2_,0,False
Botas Emira,0,False
Perneiras Rytir,0,False
Centro de Reino,0,False
Lengo Ermitao Anciao,0,False
Calgado Ignota dos Sonhos:,0,False
Arco de Campo Amavel,0,False
Armadura Inferior Nascor,0,False
Armadura Sefirot Deusa:,0,False
Protetor Mithril Deusa,0,False
Malha Luminosa Matador de Terra:,0,False
Sol Negro Legendario:,0,False
Calgado Ferox,0,False
Sirius:,0,False
Calga Tathar Veénia-,0,False
Lapis Astucia Duplo Lv4-,0,False
Lapis Sabio Duplo Ly4,0,False
Manto Medicus |,0,False
Removedor de Coragao,0,False
Capa do Juramento de Fleming:,0,False
Protetor Obstinado de Agua,0,False
Malha Luminosa Vingancga de Agua,0,False
Cesta de Pascoa,0,False
Martelo de Combate,0,False
Luvas 4xo Legendario:,0,False
Emblema Escura Intinito:,0,False
Sombra.,0,False
Toque Luminoso-,0,False
Sonico Novo:,0,False
Estrela Arcana,0,False
Nemesis Herdico,0,False
Capa do Julgamento-,0,False
Tesouras de Ouro,0,False
Manopla de Autoridade,0,False
Armadura Inferior Piton Le.,0,False
Recreagao Boost: vis,0,False
Recreagao Max: vViS-,0,False
Tarkin Atroz,0,False
Angurvadal Atroz,0,False
Arco Maligno-,0,False
Luyvas Terron Herdico:,0,False
Armadura Inferior Terron A.,0,False
Calgado Terron Atroz:,0,False
False,0,False
False,0,False
Protetor Rytir:,0,False
Elmo Syron Perito:,0,False
Protetor Syron Herdico:,0,False
Armadura Inferior Syron He.,0,False
Luvas Syron Herdico,0,False
Calgado Syron Herdico:,0,False
Armadura Dragao Legendario |,0,False
Salvadores Duplo,0,False
Bermina,0,False
Botas Dragao Legendario,0,False
Anel de Compromiso-,0,False
Bracelete Arciel,0,False
Asa de Vesper,0,False
Escudo Cintilante:,0,False
Germina,0,False
Super Ligamento GM (6) (Inativo),0,False
Fantasma,0,False
Ninez,0,False
Tarkin Legendario,0,False
Arco Dividido-,0,False
Anel de Prata de Lutador,0,False
Guerra Tempestuosa Herdico,0,False
Bracelete de Estamina Lv1,0,False
Armadura Mithril Atroz,0,False
Fragmento de Lapis da Inteligencia,0,False
Osso do Demonia Intinito:,0,False
Remedio de Atributo N. 2.,0,False
Capacete Conflito:,0,False
Anel Mistico Lv6_,0,False
Tria Zen,0,False
Calgas Vallum dos Sonhos,0,False
Deusa da Furia,0,False
Armadura Dragao Herdico:,0,False
Manopla Adamas Anciao,0,False
Espada Desprezivel,0,False
Lapis Seguro Duplo Ly3_,0,False
Bracadeira de Cobre de Gue.,0,False
Lv2 Roser Lapis,0,False
Botas da Primavera,0,False
Energia dos Antigos:,0,False
Lamina Sangrenta,0,False
False,0,False
False,0,False
Calgado Axo Legendario:,0,False
Protetor Furia,0,False
Armadura Inferior Furia:,0,False
Remedio Sabedoria Ly2_,0,False
Golpe de Aquia,0,False
Capa Engenhosa:,0,False
Capa da Defesa,0,False
Frasco Seguro.,0,False
Frasco Artesao.,0,False
False,0,False
False,0,False
False,0,False
Ascalao Atroz,0,False
"Doce de Natal 4,",0,False
Dente de Manticora Atroz,0,False
Tomahawk Duplo Atroz:,0,False
Cantavel Ensanguentado Atroz,0,False
Lamina Unicornio Atroz,0,False
Javelin Espectro Atroz,0,False
Valhalla Atroz,0,False
Machado Forte de Pedra,0,False
Mephisto Atroz,0,False
Tomahawk Atroz:,0,False
Berdysh Atroz:,0,False
Sol Negro Atroz:,0,False
Ceéu Novo Infinite,0,False
Protetor Deprimo,0,False
Pogao Abolidora,0,False
Pogao Medicinal,0,False
Luvas do Atirador,0,False
Tesouras de Prata,0,False
Pecas de Arco-lris:,0,False
Remedio de Explasao D 3°,0,False
Presa Celestial,0,False
Du-Sith Atroz,0,False
Furia da Natureza Intinita:,0,False
Chapéu Ovelha (Luz),0,False
Capacete Ferox,0,False
Herdico Lorde da Guerra:,0,False
Protetor Sinistro de Yento,0,False
Protetor Sinistro de Fogo:,0,False
Corte da Lamina,0,False
Pocao de Cura Continua Lv1,0,False
Pocgao da Vitalidade Contin.,0,False
Luvas Dragao Herdico,0,False
Pocao Mana Continua Lv1,0,False
Bracadeira de Prata de Lut.,0,False
Calga DiaNorte,0,False
Bode Natalino |,0,False
Lamina Loucura Infinita:,0,False
Langa do Diabo Infinito,0,False
Luvas Miragem Atroz:,0,False
Fabrica de Terror Sangrenta |,0,False
O Absoluto Herdico,0,False
Lapis Vigor Lv4-,0,False
Lapis Proibido Ly3,0,False
Lapis Inteligencia Lv3-,0,False
Lapis do Engano Ly3-,0,False
Lagrima de Lumi,0,False
Infinita e Absoluta,0,False
Calgado Ohgerton |,0,False
Botas DiaNorte |,0,False
Perneiras Syron Perito,0,False
Lengo Syron Perito:,0,False
Capacete Anga Atroz:,0,False
Bracelete Freon,0,False
Capacete de Imperador Bril.,0,False
Bracadeira Normal de Cagador,0,False
Botas Adamas Atroz,0,False
Gram Herdica,0,False
Capa Habilidosa,0,False
Luvas Adamas Atroz,0,False
Calga Portuba,0,False
Armadura Freya Herdico:,0,False
Rei da Montanha Herdico,0,False
Espirito Brilhante,0,False
Angolmois Atroz,0,False
Relampago Atena Herdico:,0,False
Calgado Lusco Atroz,0,False
Penumbra.,0,False
Atena Verde,0,False
Armadura Real.,0,False
Luvas da Primavera:,0,False
Lapis Mental N. 9°,0,False
Lapis Vigoroso N. 9,0,False
Remedio de Explosao D1,0,False
False,0,False
False,0,False
Mapa da Masmorra (7 dias),0,False
Elysium,0,False
"Rena de Natal,",0,False
Protecao Divina Herdico,0,False
Pesadelo Legendario,0,False
Bracadeira de Cagador Rara,0,False
Anel Raro de Cagador,0,False
Anel de Prata de Cagador,0,False
Bracelete das Trevas:,0,False
Anel das Trevas:,0,False
Lapis Inteligencia Lv4-,0,False
Luvas Sylma Deusa,0,False
Armadura Sylma Deusa,0,False
Ganesha Legendario,0,False
Pedra de EXP 5x (3h),0,False
Recreagao Max: LUC,0,False
Luvas Piton Herdico:,0,False
Plazm Deusa,0,False
Capa Incorruptivel,0,False
Armadura Inferior Intimidante-,0,False
Arco de Campo Demoniaco Atroz:,0,False
Partisano Legendario,0,False
False,0,False
False,0,False
False,0,False
Martelo de Conexao.,0,False
Capacete Loxe Atroz,0,False
Capacete Morcela Atroz:,0,False
Pulseira de Diamantes,0,False
Porta Celestial Herdicoa,0,False
Anel Normal de Cagador,0,False
Caixa de Musica Quebrada.,0,False
Sangue Rubro Atroz:,0,False
Bracadeira Normal de Oraculo:,0,False
Amago Alma,0,False
Amago Fantasma,0,False
Cristal Fantasma |,0,False
Alustero.,0,False
Gram,0,False
Lamina Dragao Herdico,0,False
Angolmois,0,False
Amago Caos Herdico,0,False
Gastratetes Herdico,0,False
Eltaphen:,0,False
Luyvas v¥ilarin |,0,False
Machado de Prata Duplo Veénia-,0,False
Luvas Morcela Yénia-,0,False
Espada Curta Leve Yeénia_,0,False
Armadura Inferior Morcela:,0,False
Luvas Bombardeio Yenia_,0,False
Dente de Manticora Legendario |,0,False
Pedra Dragonita:,0,False
Rei Perka,0,False
Javelin Perfurador Veénia-,0,False
Anel do Temor (Atroz),0,False
Coragao Leao Herdico,0,False
Calgado Bombardeio Yenia,0,False
Armadura Inferior Bombarde.,0,False
Remedio Resisténcia,0,False
Calga Hanor Herdico:,0,False
Botas Dragao Anciao,0,False
Cristal Espirito.,0,False
Garra de Pardalis:,0,False
Remedio Mana Lv1,0,False
False,0,False
False,0,False
False,0,False
Ascalao Herdica,0,False
Balisarda Herdico:,0,False
Grande Espada Divider Herdico |,0,False
Pulverizador Herdico,0,False
Mephisto,0,False
Luvas Teneran |,0,False
False,0,False
False,0,False
False,0,False
Pano Magico de Reino,0,False
Pergaminho Cura Confusao.,0,False
Lagrima Angelical,0,False
Cadaver de Inseto,0,False
Malha Luminosa Matador de Yento,0,False
"'¥. Encantamento de Item [+1, Nv.1-10*)",0,False
Luvas Joia,0,False
Susto de Yucon Atroz,0,False
Harupeon Atroz,0,False
False,0,False
False,0,False
False,0,False
Armadura Celestial,0,False
False,0,False
False,0,False
Ceu Novo Herdico,0,False
Protetor Ignota dos Sonhos:,0,False
Syderose Legendario:,0,False
Eigenst Legendario,0,False
Arco de Campo de Ataque Le.,0,False
Capa do Castigo |,0,False
Anel Nobre-,0,False
Amuleto Nobre-,0,False
Bracelete Abengoado Duplo Ly1,0,False
Anel de Foria Ly3-,0,False
Anel Freon,0,False
Remedio de Explasao R 2.,0,False
Remedio de Explosao L 2.,0,False
Amuleto de Arqueiro Raro-,0,False
Legiao da Condenagao Legen.,0,False
Armadura Mithril Herdico:,0,False
Amuleto da Fortuna Ly4,0,False
Capa do Juizo-,0,False
Luvas v¥ilarin Atroz,0,False
Recreation GM: STR:,0,False
Pogao de Avalon,0,False
Khystz Legendario:,0,False
Machado de Escoteira Intinito,0,False
Luvas Anga Atroz,0,False
Caijado Perola,0,False
Rei da Montanha Deusa,0,False
Angolmois Deusa,0,False
Toque de Deus Deusa,0,False
Dente de Dragao Deusa,0,False
Destruidor Herdico:,0,False
Hellraiser Herdico:,0,False
Luvas Morcela Herdico:,0,False
Amuleto da Determinagao,0,False
Amuleto Batida do Coragao:,0,False
Anel Batida do Coragao,0,False
Gran Machado Nobre-,0,False
Luvas Apis Nobre,0,False
Taco de Espinhos Nobre:,0,False
Tiamat,0,False
Capacete Syron Deusa,0,False
Calgado Syron Deusa,0,False
Protetor Syron Deusa:,0,False
Armadura Luminosa Imperador de Vento:,0,False
Faisca Brilhante Herdico:,0,False
Garfo Dourado |,0,False
Rilan Venenoso:,0,False
Bracelete Estrela Fugaz,0,False
Martelo de Conexao Lv?,0,False
Esperancga de Ouro,0,False
Malha Luminosa Matador de Agua,0,False
Armadura Conflito de Agua:,0,False
Capa Infinita de Mago:,0,False
Golpeador da Sorte,0,False
Cajado Mistico Legendario:,0,False
Luvas Ophiston:,0,False
False,0,False
False,0,False
Anel de Cobre de Mago,0,False
Ascalao Herdico |,0,False
Inferno Herdico |,0,False
Anel de Cobre de Guerreiro:,0,False
False,0,False
False,0,False
False,0,False
False,0,False
Golpe de Choque,0,False
Botas de Espontaneidade,0,False
Harupeon Legendario:,0,False
Dente Palune-,0,False
Protetor Dominador,0,False
False,0,False
False,0,False
False,0,False
Aerox Legendario,0,False
Cristal do Deserto,0,False
Bracadeira Normal de Pagao,0,False
Anel Normal de Pagao-,0,False
Caixa Mistéerio de Ouro Rainha Abobora Insar,0,False
Antena,0,False
Protetor Obstinado de Vento,0,False
Harupeon Infinite:,0,False
Bracadeira Normal de Lutador,0,False
Luva Nascor dos Sonhos,0,False
Mascara de Abobora (MAGICLE),0,False
Angurvadal Deusa-,0,False
Longinus Deusa,0,False
Herdi de Guerra Herdico:,0,False
Caixa da Retidao (10),0,False
False,0,False
False,0,False
False,0,False
Capa Imperial de Guardiao,0,False
False,0,False
CTS IST,0,False
\muleto da Sorte,0,False
Inha de Vassilis:,0,False
srotesca Infinito:,0,False
Capacete Escamas,0,False
Pé da Confianga,0,False
Botas Ophiston |,0,False
Capacete Lapinirt Lendario,0,False
Protetor Violento,0,False
Luva Violenta,0,False
Arktis Legendario:,0,False
Anel de Cobre de Assassino,0,False
Bracadeira Normal de Assas.,0,False
Bracadeira de Cobre de Ora.,0,False
Calgado Violento |,0,False
Protetor ‘Ysilom Nedfito:,0,False
Calgado Syron-,0,False
Luvas Freya.,0,False
Protetor Legiao,0,False
Gran Espada,0,False
Coragao de Dragao,0,False
Dragoon,0,False
Dragan Invisivel,0,False
Arcadia da Morte:,0,False
Chumbo Oxido-,0,False
Polo Lamia,0,False
Devorador de Cadaveres,0,False
Amago do Caos:,0,False
Toque de Deus,0,False
Calga Freya,0,False
Luvas Hanor,0,False
Luvas Mithril:,0,False
Luvas Syron-,0,False
Botas Sefirot,0,False
Calgado Tatoramo,0,False
Luvas Serche,0,False
Dor Immortal,0,False
Botas Mithril Deusa-,0,False
41 1000 O,0,False
False,0,False
Po Alquimia Terrestre,0,False
Ganesha Venia-,0,False
‘Venda €,0,False
1a de Forma Intinita: ‘Venda €,0,False
Armadura Joia-,0,False
Gastrafetes Atroz,0,False
Sopro Divino:,0,False
